ID,MDEP,APE,ISS-MATCH,Fund10,Req10,Fund11,Req11,Fund12,Req12,Fund13,Req13,Fund14,Req14,Fund15,Req15,Fund16,Req16,Fund17,Req17,Fund18,Req18,Fund19,Req19,Fund20,Req20,Fund21,Req21
6A0 QSUP 131040200,QSUP, 131040200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46377,48427,45636,49106,46059,49552,46545,50062
6A0 QSUP 131R40200,QSUP, 131R40200,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,1480,1398,1479,1396,1477,1393,1474
080 QSUP 131040300,QSUP, 131040300,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039,3291,2070,3295,2107,3302,3285,3285
180 QSUP 131G40300,QSUP, 131G40300,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002,6002,5982,5982,5987,5987,5981,5981
6A0 QSUP 131040300,QSUP, 131040300,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125246,137252,131055,137953,131480,138400,131938,138882
6A0 QSUP 131R40300,QSUP, 131R40300,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3207,3394,3210,3391,3199,3385,3196,3382
180 QSUP 131G40400,QSUP, 131G40400,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5236,5302,4601,5288,4739,5292,4773,5288
2A0 QSUP 131R40400,QSUP, 131R40400,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,1000,950,1000,945,1000,945,1000
6A0 QSUP 131040400,QSUP, 131040400,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66329,73568,70202,73897,70340,74042,70499,74210
6A0 QSUP 131R40400,QSUP, 131R40400,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190,4190,4258,4258,4330,4330,4419,4419
6A0 QSUP 131040600,QSUP, 131040600,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20289,20289,20294,20294,20298,20298,20289,20289
25188 QLDY 131041100,QLDY ,131041100,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24948,24948,23929,25188,24393,25677,24826,26133
67 QLDY 131R41100,QLDY ,131R41100,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,67,67,69,69,70,70
550 QLDY 131R41100,QLDY ,131R41100,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,556,550,550,540,540,550,550
621 QLDY 131G41100,QLDY ,131G41100,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,605,621,621,634,634,646,646
180 QFOD 131G41200,QFOD, 131G41200,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3814,3780,3801,3580,3806,3652,3803
2A0 QFOD 131R41200,QFOD, 131R41200,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486,1532,1483,1529,1482,1528,1479,1525
6A0 QFOD 131041200,QFOD, 131041200,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345042,361804,343517,361597,343471,361548,343244,361310
6A0 QFOD 131041300,QFOD, 131041300,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8669,8669,8224,8657,8214,8646,8194,8625
6A0 QFOD 131R41200,QFOD, 131R41200,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6202,6741,6268,6740,6262,6733,6260,6731
180 QMNT 131G42100,QMNT, 131G42100,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,2641,2486,2633,2533,2634,2584,2632
2A0 QMNT 131R42100,QMNT, 131R42100,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,1114,1081,1114,1091,1113,1102,1113
2A0 QMNT 665301DW8,QMNT, 665301DW8,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9225,9225,9225,9225,9225,9225,9225,9225
6A0 QMNT 131042100,QMNT, 131042100,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115446,121510,115015,121068,114978,121030,114850,120895
6A0 QMNT 131R42100,QMNT, 131R42100,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7324,7792,7361,7789,7358,7786,7353,7781
080 QTRN 131042200,QTRN, 131042200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,327,295,327,301,329,330,330
180 QTRN 131G42200,QTRN, 131G42200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20262,20262,19836,20197,19855,20215,19891,20199
2A0 QTRN 131R42200,QTRN, 131R42200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5566,5859,5637,5857,5634,5853,5628,5847
6A0 QTRN 131042200,QTRN, 131042200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229269,244419,231911,244117,231831,244033,231686,243880
6A0 QTRN 131R42200,QTRN, 131R42200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8122,8595,8121,8594,8111,8583,8105,8577
840 QTRN 131042200,QTRN, 131042200,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 QDEH 131079A00,QDEH, 131079A00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5742,0,5677,0,6270,0,6548,0
080 QDEH 131R79A00,QDEH, 131R79A00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270,2655,2356,2711,2363,2765,2411,2820
180 QDEH 131G79A00,QDEH, 131G79A00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63805,76235,60014,77557,60215,79166,61158,80709
210 QDEH 131079A00,QDEH, 131079A00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,284,289,290,295,296,301,302
2A0 QDEH 131079A00,QDEH, 131079A00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358344,462312,389337,474967,393662,484149,385760,494375
2A0 QDEH 131R79A00,QDEH, 131R79A00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33252,38097,34823,38864,34421,39604,35028,40411
6A0 QDEH 131079A00,QDEH, 131079A00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521,5521,5622,5622,5726,5726,5839,5839
840 QDEH 131079A00,QDEH, 131079A00,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,39,44,40,45,41,46
180 QEMS 131G79P00,QEMS, 131G79P00,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20382,20382,20315,20315,20718,20718,21117,21117
220 QEMS 131079P00,QEMS, 131079P00,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7300,7300,7000,7000,7150,7150,7300,7300
2A0 QEMS 131079P00,QEMS, 131079P00,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378268,378268,375500,375500,382499,382499,389393,389393
2A0 QEMS 131R79P00,QEMS, 131R79P00,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22081,22081,22443,22443,22847,22847,23278,23278
6A0 QEMS 131079P00,QEMS, 131079P00,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12510,12612,12709,12765,12932,12932,13193,13193
080 QMUN 131079E00,QMUN, 131079E00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,2801,1635,2869,2907,2907,2967,2967
180 QMUN 131G79E00,QMUN, 131G79E00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14604,19698,14788,20043,14978,20458,17278,20842
210 QMUN 131079E00,QMUN, 131079E00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,268,258,273,278,278,284,284
2A0 QMUN 131079E00,QMUN, 131079E00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100986,117758,102630,120859,104852,122827,106907,125556
2A0 QMUN 131R79E00,QMUN, 131R79E00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20440,22217,20656,22699,21280,23130,21706,23593
6A0 QMUN 131079E00,QMUN, 131079E00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,591,603,603,613,613,626,626
080 QMUN 131079G00,QMUN, 131079G00,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,391,266,318,363,363,370,370
080 QMUN 131R79G00,QMUN, 131R79G00,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,1003,803,882,811,882,811,882
180 QMUN 131G79G00,QMUN, 131G79G00,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5570,6320,5681,6724,5795,6864,5911,6996
210 QMUN 131079G00,QMUN, 131079G00,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,14,17,14,17,15,17
2A0 QMUN 131079G00,QMUN, 131079G00,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70126,74716,70566,75844,59363,77833,66197,79516
2A0 QMUN 131R79G00,QMUN, 131R79G00,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4773,5188,4250,4670,4387,4769,4484,4874
6A0 QMUN 131079G00,QMUN, 131079G00,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,995,482,482,491,491,501,501
080 QMUN 131079D00,QMUN, 131079D00,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,2237,2317,2326,2434,2434,2528,2528
180 QMUN 131G79D00,QMUN, 131G79D00,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12481,14347,12481,14593,12481,14897,14731,15174
210 QMUN 131079D00,QMUN, 131079D00,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,54,55,55,56,56,57,57
2A0 QMUN 131079D00,QMUN, 131079D00,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75772,79917,79013,81386,83095,83242,85027,85114
2A0 QMUN 131R79D00,QMUN, 131R79D00,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10890,11835,11021,12111,11353,12340,11586,12593
6A0 QMUN 131079D00,QMUN, 131079D00,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,1814,1850,1850,985,1886,1005,1924
080 QDEH 131R79B00,QDEH, 131R79B00,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425,6236,5542,6370,5650,6494,5765,6627
180 QDEH 131G79B00,QDEH, 131G79B00,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12225,12225,12422,12422,12685,12685,12927,12927
2A0 QDEH 131079B00,QDEH, 131079B00,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42786,42786,40032,43557,40088,44447,40921,45336
2A0 QDEH 131R79B00,QDEH, 131R79B00,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002,6899,6128,7044,6245,7178,6375,7328
6A0 QDEH 131079B00,QDEH, 131079B00,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,1028,1048,1048,1069,1069,1090,1090
080 QDEH 131079C00,QDEH, 131079C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,514,448,525,457,536,467,547
080 QDEH 131R79C00,QDEH, 131R79C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309,2654,2358,2710,2405,2764,2453,2820
180 QDEH 131G79C00,QDEH, 131G79C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,3301,3354,3354,3425,3425,3491,3491
220 QDEH 131079C00,QDEH, 131079C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,100,99,101,100,104,0,107
240 QDEH 131R79C00,QDEH, 131R79C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,91,91,94,94,96,96
2A0 QDEH 131079C00,QDEH, 131079C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35660,35660,36929,36929,37592,37592,38365,38365
2A0 QDEH 131R79C00,QDEH, 131R79C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6629,6629,6735,6735,6852,6852,6990,6990
6A0 QDEH 131079C00,QDEH, 131079C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,976,995,995,1015,1015,1035,1035
740 QDEH 131079C00,QDEH, 131079C00,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 QLEA 131079R00,QLEA, 131079R00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269098,269098,269551,269551,269654,269654,284826,284826
080 QLEA 131079T00,QLEA, 131079T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5982,5982,6076,6076,6177,6177,6261,6261
180 QLEA 131G79R00,QLEA, 131G79R00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9043,9043,9279,9279,9567,9567,9856,9856
180 QLEA 131G79T00,QLEA, 131G79T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273,5273,5315,5315,5381,5381,5436,5436
1E0 QLEA 131079T00,QLEA, 131079T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5089,5089,5199,5199,5313,5313,5467,5467
210 QLEA 131079T00,QLEA, 131079T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,2211,2169,2169,2188,2188,2219,2219
220 QLEA 131079T00,QLEA, 131079T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75733,75733,77178,77178,78654,78654,80203,80203
250 QLEA 131079T00,QLEA, 131079T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,3486,3591,3591,3697,3697,3810,3810
2A0 QLEA 131079T00,QLEA, 131079T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,1608,884,884,923,923,922,922
2A0 QLEA 131R79T00,QLEA, 131R79T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8897,8897,8959,8959,9093,9093,8347,8347
390 QLEA 131079R00,QLEA, 131079R00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52840,52840,54018,54018,55216,55216,53785,53785
6A0 QLEA 131079T00,QLEA, 131079T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,1425,1446,1446,1461,1461,1522,1522
8B0 QLEA 131079T00,QLEA, 131079T00,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,1456,1499,1499,1560,1560,1569,1569
180 QMUN 131G79V00,QMUN, 131G79V00,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2384,2021,2426,2047,2476,2088,2524
210 QMUN 131079V00,QMUN, 131079V00,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,15,15
2A0 QMUN 131079V00,QMUN, 131079V00,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12440,23265,20474,23623,21060,24113,21496,24593
2A0 QMUN 131R79V00,QMUN, 131R79V00,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5408,5878,5477,6019,5635,6125,5747,6247
000 EIBR MA0782000,EIBR, MA0782000,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180 E3H5 132G76L00,E3H5, 132G76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,9811,14039,7816,10849,11044,0,11254,0,9998,0,10198,0
180 EFPR 132G76L00,EFPR, 132G76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,2512,2512,1083,1498,1525,0,1554,0,1585,0,1617,0
180 EIBR MA0782000,EIBR, MA0782000,409,0,0,0,0,0,0,0,27,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180 EITR 132G76L00,EITR, 132G76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,1260,1260,2274,4420,2247,0,2218,0,2115,0,2157,0
180 EMNR 132G76L00,EMNR, 132G76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,11484,11484,9834,13643,11484,0,11484,0,11484,0,11714,0
180 ERER 132G76L00,ERER, 132G76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,28167,57820,72148,100224,95740,0,88243,0,89324,0,88781,0
210 ERVT 132076L00,ERVT, 132076L00,409,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240 EIBR MA0782000,EIBR, MA0782000,409,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 DA3G 132076L00,DA3G, 132076L00,409,0,15000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 DA3G 132076M00,DA3G, 132076M00,409,0,20000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 E3H5 132076L00,E3H5, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,2821,2821,0,4117,2794,0,2794,0,2794,0,2849,0
2A0 E3H5 132R76L00,E3H5, 132R76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,233,233,0,507,515,0,525,0,535,0,546,0
2A0 E3H8 132076L00,E3H8, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,88600,88600,11765,89164,88385,0,22564,0,25635,0,0,0
2A0 EFPR 132076L00,EFPR, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,8669,22797,0,34867,20670,0,22561,0,22563,0,23015,0
2A0 EFPR 132R76L00,EFPR, 132R76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,0,2338,0,105,107,0,0,0,0,0,0,0
2A0 EIBR 132076L00,EIBR, 132076L00,409,0,0,0,0,0,0,0,6048,0,0,0,0,0,0,0,5266,0,0,0,0,0,0,0,0
2A0 EIBR MA0782000,EIBR, MA0782000,409,0,0,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 EITR 132076L00,EITR, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,9461,11713,0,23028,10677,0,10831,0,10816,0,11033,0
2A0 EITR 132R76L00,EITR, 132R76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,18,19,0,19,0,19,0,20,0
2A0 EMNR 132076L00,EMNR, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,4053,5519,0,10789,5503,0,5500,0,5501,0,5611,0
2A0 EMNR 132R76L00,EMNR, 132R76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,1186,1186,929,1190,1212,0,1234,0,1259,0,1284,0
2A0 ERER 132076L00,ERER, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,17,684,0,100,66,0,59,0,60,0,61,0
2A0 ERER 132R76L00,ERER, 132R76L00,409,0,0,0,0,0,0,0,0,0,0,0,0,5172,10871,3363,13045,11738,0,12147,0,12286,0,12601,0
2A0 ERVT 132076L00,ERVT, 132076L00,409,56972,91782,65747,108953,52538,508688,337781,128483,393591,204986,533179,226878,109125,253582,38272,332410,189775,0,203976,0,220017,0,253849,0
2A0 ERVT 665301DW9,ERVT, 665301DW9,409,0,0,0,0,0,0,0,0,0,0,4660,2000,12820,24300,14810,12410,14809,0,14820,0,14828,0,14825,0
360 EIBR 132076L00,EIBR, 132076L00,409,0,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360 EIBR MA0782000,EIBR, MA0782000,409,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360 ERVT 132076L00,ERVT, 132076L00,409,0,0,0,0,0,0,0,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390 ERVT 132076L00,ERVT, 132076L00,409,0,0,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A0 DA3G 132076L00,DA3G, 132076L00,409,0,0,0,0,0,0,0,0,780,0,8440,3500,0,0,0,0,0,0,0,0,0,0,0,0
6A0 E3H5 132076L00,E3H5, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
6A0 E3H5 BB8700000,E3H5, BB8700000,409,0,0,0,0,0,0,0,0,0,0,0,0,234,796,38,41,42,0,43,0,45,0,43,0
6A0 E3H8 BB8700000,E3H8, BB8700000,409,0,0,0,0,0,0,0,0,0,0,0,0,1448,7530,797,887,889,0,0,0,0,0,0,0
6A0 EFPR 132076L00,EFPR, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,7098,7248,6309,8309,8446,0,8605,0,8778,0,8953,0
6A0 EFPR BB8700000,EFPR, BB8700000,409,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,449,455,0,5,0,7,0,6,0
6A0 EIBR 132076L00,EIBR, 132076L00,409,0,0,0,0,0,0,5734,5857,20742,5923,1650,11380,5442,11380,22970,27473,41370,0,27391,0,23513,0,24787,0
6A0 EIBR BB8700000,EIBR, BB8700000,409,0,0,0,0,0,0,0,0,0,15,0,613,70,613,144,329,209,0,214,0,220,0,222,0
6A0 EIBR MA0782000,EIBR, MA0782000,409,0,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A0 EITR BB8700000,EITR, BB8700000,409,0,0,0,0,0,0,0,0,0,0,0,0,163,552,245,273,279,0,285,0,292,0,293,0
6A0 EMNR 132076L00,EMNR, 132076L00,409,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,316,51,0,48,0,48,0,49,0
6A0 EMNR BB8700000,EMNR, BB8700000,409,0,0,0,0,0,0,0,0,0,0,0,0,133,847,231,257,263,0,269,0,274,0,278,0
6A0 ERER BB8700000,ERER, BB8700000,409,0,0,0,0,0,0,0,0,0,0,0,0,732,3881,1012,1125,1150,0,1176,0,1201,0,1215,0
6A0 ERVT 132076L00,ERVT, 132076L00,409,0,0,0,0,0,0,21117,29377,15380,7849,0,8009,6889,17498,4070,24582,14680,0,14649,0,14518,0,14805,0
6A0 ERVT BB8700000,ERVT, BB8700000,409,0,0,0,0,0,0,0,0,0,468,0,4595,882,6106,2381,3933,3372,0,2188,0,2229,0,2259,0
180 QRPA 132G78A00,QRPA, 132G78A00,411,109652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180 QRPA 132G78B00,QRPA, 132G78B00,411,189973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240 QRPA 132R78B00,QRPA, 132R78B00,411,0,0,0,0,2574,2574,0,0,290,698,0,699,740,691,727,727,738,0,751,0,763,0,780,0
2A0 QRPA 132078A00,QRPA, 132078A00,411,180551,0,57507,0,87,87,0,83,0,83,70,0,84,89,97,97,98,0,99,0,101,0,102,0
2A0 QRPA 132078B00,QRPA, 132078B00,411,97545,0,35794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QRPA 132R78A00,QRPA, 132R78A00,411,22510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QRPA 132R78B00,QRPA, 132R78B00,411,92101,0,12,12,198479,198546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A0 QRPA 132078A00,QRPA, 132078A00,411,6103,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740 QRPA 132078A00,QRPA, 132078A00,411,0,0,0,88,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8M0 QRPA 132078B00,QRPA, 132078B00,411,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 E34H 192000000,E34H, 192000000,414,73108,57717,49347,61031,53629,55029,101522,109534,125808,107639,67628,102674,75197,77619,60745,71855,60208,0,63815,0,60851,0,66650,0
180 QRPA 132G78100,QRPA, 132G78100,420,27459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180 QRPA 132G78200,QRPA, 132G78200,420,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QRPA 132078100,QRPA, 132078100,420,137990,0,56168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QRPA 132078200,QRPA, 132078200,420,5052,0,6893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QRPA 132R78100,QRPA, 132R78100,420,13415,0,50,51,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A0 QRPA 132078100,QRPA, 132078100,420,8574,0,12687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740 QRPA 132078100,QRPA, 132078100,420,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170 VANC 131079D00,VANC, 131079D00,424,0,0,0,0,0,0,0,0,396,0,962,1128,822,822,0,0,0,0,0,0,0,0,0,0
170 VANC 311721000,VANC, 311721000,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,836,824,0,836,0,833,0,630,0
220 VANC 131034A00,VANC, 131034A00,424,0,0,0,0,0,0,0,0,0,0,1043,1500,1500,1500,1477,1477,1477,0,1477,0,1478,0,1478,0
220 VANC 131050300,VANC, 131050300,424,0,0,0,0,0,0,0,0,671,0,596,2275,2085,2085,1964,1964,1976,0,1987,0,1988,0,1987,0
2A0 VANC 131079D00,VANC, 131079D00,424,0,0,0,0,0,0,0,0,7231,2912,2341,1784,1784,3538,1757,3511,1929,0,1813,0,1920,0,1982,0
6A0 VANC 131079D00,VANC, 131079D00,424,0,0,0,0,0,0,0,0,0,0,0,0,306,309,288,307,299,0,288,0,313,0,319,0
080 QUTS 131079300,QUTS, 131079300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6698,6698,7162,7162,7521,7521,7677,7677
180 QUTS 131G79300,QUTS, 131G79300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93821,93821,95431,95431,97397,97397,99266,99266
210 QUTS 131079300,QUTS, 131079300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,527,528,528,527,527,527,527
220 QUTS 131079300,QUTS, 131079300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QUTS 131079300,QUTS, 131079300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330903,330903,336178,336178,342885,342885,349725,349725
2A0 QUTS 131R79300,QUTS, 131R79300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43517,43517,45070,45070,47282,47282,49661,49661
6A0 QUTS 131079300,QUTS, 131079300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,2030,2071,2071,2112,2112,2154,2154
180 QUTS 131G79400,QUTS, 131G79400,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34664,34664,35221,35221,35952,35952,36625,36625
2A0 QUTS 131079400,QUTS, 131079400,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110982,110982,113328,113328,115612,115612,117917,117917
2A0 QUTS 131R79400,QUTS, 131R79400,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17403,17403,18303,18303,19495,19495,20787,20787
6A0 QUTS 131079400,QUTS, 131079400,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,1353,1380,1380,1408,1408,1436,1436
