ID,MDEP,APE,ISS-MATCH,Fund10,Req10,Fund11,Req11,Fund12,Req12,Fund13,Req13,Fund14,Req14,Fund15,Req15,Fund16,Req16,Fund17,Req17,Fund18,Req18,Fund19,Req19,Fund20,Req20,Fund21,Req21
760 QSEC 133098000,QSEC, 133098000,603,0,0,0,276,343,343,300,342,309,356,189,347,355,367,402,402,409,0,414,0,423,0,432,0
780 QSEC 121018000,QSEC, 121018000,603,0,0,1238,459,0,1396,0,0,0,168,0,0,0,330,0,293,0,0,0,0,293,0,299,0
820 QSEC 121018000,QSEC, 121018000,603,0,0,1467,1173,3694,3694,2531,3706,2959,3671,2371,3612,2473,3719,1862,2524,2551,0,2580,0,2602,0,2646,0
820 QSEC 131R39700,QSEC, 131R39700,603,0,83,103,88,87,88,92,85,96,91,98,93,97,97,103,103,106,0,107,0,108,0,111,0
820 QSEC 133098000,QSEC, 133098000,603,0,0,364,99,144,144,165,137,162,138,156,130,143,145,153,153,157,0,158,0,161,0,164,0
840 QSEC 121018000,QSEC, 121018000,603,0,0,108,145,104,202,117,104,120,110,108,112,122,242,126,246,130,0,130,0,133,0,136,0
860 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,146,0,149,0,153,0,0,0,0,0,0,0,0,0,0,0,0
890 QSEC 121018000,QSEC, 121018000,603,0,0,0,178,0,187,0,1597,0,1679,0,1660,0,0,0,0,0,0,0,0,0,0,0,0
890 QSEC 131R39700,QSEC, 131R39700,603,0,83,104,88,258,258,259,217,286,221,260,241,200,242,141,141,138,0,138,0,136,0,138,0
890 QSEC 133098000,QSEC, 133098000,603,0,0,731,434,525,525,686,538,742,572,720,548,569,578,492,492,502,0,510,0,519,0,530,0
8A0 QSEC 121018000,QSEC, 121018000,603,0,0,0,0,0,0,0,383,0,392,0,401,0,195,174,174,114,0,139,0,183,0,187,0
8B0 QSEC 121018000,QSEC, 121018000,603,0,0,0,210,0,218,0,103,0,159,0,94,0,98,87,87,88,0,70,0,91,0,93,0
210 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220 VIPP 131039600,VIPP, 131039600,604,1673,3863,5,3948,59125,59125,6125,65148,7487,21020,10650,21663,4942,4676,5687,5687,5802,0,5919,0,6039,0,6160,0
2A0 VIPP 131039600,VIPP, 131039600,604,8506,22031,4201,21907,25264,25264,19075,27399,14371,26819,9277,23931,21547,24077,19814,22045,13554,0,22937,0,23411,0,23899,0
2A0 VIPP 131R39600,VIPP, 131R39600,604,150,477,289,568,1570,1570,1000,1324,604,1169,222,1117,1385,1223,775,782,797,0,805,0,822,0,838,0
6A0 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,95,0,8310,10032,5974,11724,24367,29916,28288,32328,29834,0,28271,0,32146,0,32802,0
740 VIPP 131039600,VIPP, 131039600,604,141,142,0,146,148,152,62,154,99,157,89,159,111,162,135,164,143,0,150,0,170,0,172,0
820 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,0,0,0,0,40,62,105,105,107,0,109,0,76,0,79,0
890 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,0,0,0,0,55,86,60,105,64,0,96,0,72,0,75,0
8A0 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,0,259,0,269,73,122,60,60,61,0,60,0,54,0,54,0
000 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180 VIPP 131G39600,VIPP, 131G39600,604,1481,2100,1478,3032,2271,3271,2054,4123,1946,3733,997,3735,1335,1335,645,645,657,0,671,0,684,0,698,0
210 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220 VIPP 131039600,VIPP, 131039600,604,1673,3863,5,3948,59125,59125,6125,65148,7487,21020,10650,21663,4942,4676,5687,5687,5802,0,5919,0,6039,0,6160,0
2A0 VIPP 131039600,VIPP, 131039600,604,8506,22031,4201,21907,25264,25264,19075,27399,14371,26819,9277,23931,21547,24077,19814,22045,13554,0,22937,0,23411,0,23899,0
2A0 VIPP 131R39600,VIPP, 131R39600,604,150,477,289,568,1570,1570,1000,1324,604,1169,222,1117,1385,1223,775,782,797,0,805,0,822,0,838,0
6A0 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,95,0,8310,10032,5974,11724,24367,29916,28288,32328,29834,0,28271,0,32146,0,32802,0
740 VIPP 131039600,VIPP, 131039600,604,141,142,0,146,148,152,62,154,99,157,89,159,111,162,135,164,143,0,150,0,170,0,172,0
820 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,0,0,0,0,40,62,105,105,107,0,109,0,76,0,79,0
890 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,0,0,0,0,55,86,60,105,64,0,96,0,72,0,75,0
8A0 VIPP 131039600,VIPP, 131039600,604,0,0,0,0,0,0,0,0,0,259,0,269,73,122,60,60,61,0,60,0,54,0,54,0
000 QOIM 131050300,QOIM, 131050300,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030 MU1W 432612000,MU1W, 432612000,700,1255,1387,852,1471,1478,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030 QOIM 131050300,QOIM, 131050300,700,192769,0,102087,42479,381636,402922,546278,403810,0,391798,0,383535,240432,253550,240082,276900,261879,0,265627,0,286170,0,299117,0
030 QOIM 131R50300,QOIM, 131R50300,700,0,0,0,0,10355,10355,13052,9270,10668,9534,10453,15444,11815,11851,11893,14433,12067,0,12221,0,12397,0,12644,0
030 QOIM 665301DX2,QOIM, 665301DX2,700,0,0,0,0,0,0,0,0,0,0,0,0,12443,12536,11824,12715,10811,0,10872,0,11178,0,11846,0
080 QOIM 131050300,QOIM, 131050300,700,900,7718,3950,7763,6195,6195,9835,6224,8718,6273,3589,5614,3181,5674,4626,6006,4285,0,4128,0,4010,0,5020,0
180 QOIM 131G50300,QOIM, 131G50300,700,52537,89629,74049,100582,96530,96530,74015,74261,69571,74075,60582,74650,51076,54203,55494,55494,56811,0,58141,0,59130,0,59854,0
180 QOIM 432G10000,QOIM, 432G10000,700,16079,63726,28730,33694,21391,40506,10866,42864,20816,27932,14765,21658,21004,22026,17398,18975,18671,0,17896,0,18242,0,18593,0
210 QOIM 131050300,QOIM, 131050300,700,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
220 MSNS 432612000,MSNS, 432612000,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10576,37773,19216,0,17915,0,17939,0,18039,0
220 MU1W 432612000,MU1W, 432612000,700,0,0,0,0,0,0,6373,6373,0,6428,4028,5435,3988,4115,3156,3322,3173,0,3020,0,2896,0,2767,0
220 QOIM 131050300,QOIM, 131050300,700,0,358,0,363,303,303,0,310,43973,319,30654,328,182,331,0,0,0,0,0,0,0,0,0,0
240 QOIM 131R50300,QOIM, 131R50300,700,0,0,0,0,454,454,638,468,583,415,577,486,423,424,444,444,452,0,458,0,465,0,474,0
250 QOIM 131050300,QOIM, 131050300,700,3754,2099,3839,2153,1631,1631,0,1545,0,1597,2142,1654,768,1397,771,1312,771,0,771,0,772,0,833,0
2A0 QOIM 131050300,QOIM, 131050300,700,51117,200956,4143,31278,0,7217,0,7293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QOIM 131R50300,QOIM, 131R50300,700,58335,47988,59166,50104,58312,58398,50828,68740,57491,72105,35005,52937,49498,52515,52810,60473,58889,0,49721,0,53261,0,54385,0
390 QOIM 131050300,QOIM, 131050300,700,0,0,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0
400 QOIM 131050300,QOIM, 131050300,700,935,1639,367,1645,1429,1429,0,1381,0,1418,1648,1237,1258,1258,1027,1263,988,0,966,0,941,0,1070,0
410 QOIM 131050300,QOIM, 131050300,700,6033,1867,8688,1902,251,251,0,296,0,313,14164,327,2367,2581,2730,2730,2688,0,2730,0,2780,0,2838,0
440 QOIM 131050300,QOIM, 131050300,700,0,521,0,358,211,211,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5T0 MSNS 432612000,MSNS, 432612000,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180775,9,192535,0,202867,0,198342,0,202636,0
5T0 MU1W 432612000,MU1W, 432612000,700,1845,2152,32,2340,2283,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5T0 QOIM 131050300,QOIM, 131050300,700,12331,12756,3682,12578,10171,10171,0,10322,0,10669,0,11002,4640,10696,6208,7531,6658,0,6657,0,6658,0,7571,0
5T0 QOIM 432G10000,QOIM, 432G10000,700,9000,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5X0 QOIM 131050300,QOIM, 131050300,700,0,0,0,0,0,0,6989,0,8645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A0 QOIM 131050300,QOIM, 131050300,700,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0
740 QOIM 131050300,QOIM, 131050300,700,543,494,696,494,438,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030 QOIM 131050100,QOIM, 131050100,701,216558,0,362038,0,32938,152902,0,160247,0,142131,0,167269,174801,176949,117370,134249,133620,0,135628,0,138217,0,141714,0
030 QOIM 131R50100,QOIM, 131R50100,701,0,0,0,0,8347,8347,7999,8706,6539,8602,7448,8616,5372,6381,4498,4498,4581,0,4663,0,4753,0,4851,0
180 QOIM 131G50100,QOIM, 131G50100,701,97851,87615,113857,138209,121466,131466,100934,130840,100114,132870,68214,110726,107809,112608,114523,114523,116470,0,118450,0,120464,0,122512,0
210 QOIM 131050100,QOIM, 131050100,701,596,754,518,777,287,321,917,717,0,743,0,120,72,122,0,0,0,0,0,0,0,0,0,0
220 QOIM 131050100,QOIM, 131050100,701,17276,17445,21853,17904,15560,16960,33343,12905,0,40343,0,41304,15492,29127,23938,28117,23358,0,23360,0,23370,0,22925,0
230 QOIM 131R50100,QOIM, 131R50100,701,735,0,0,0,0,0,769,0,401,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0
240 QOIM 131R50100,QOIM, 131R50100,701,0,3504,13,13,634,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250 QOIM 131050100,QOIM, 131050100,701,0,1808,0,1854,1347,1629,2999,1672,2439,1719,0,1768,822,1494,824,1509,824,0,824,0,825,0,891,0
2A0 QOIM 131050100,QOIM, 131050100,701,16452,172872,5290,9012,354,709,0,725,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QOIM 131R50100,QOIM, 131R50100,701,46098,47967,68348,51183,44796,44796,31153,46494,30956,47347,37998,52303,50071,51698,44010,44010,44741,0,50665,0,46274,0,47061,0
390 QOIM 131050100,QOIM, 131050100,701,0,0,0,0,0,0,5164,0,1059,1541,0,2907,901,1365,1107,1345,1147,0,1147,0,1148,0,1217,0
400 QOIM 131050100,QOIM, 131050100,701,0,0,756,0,0,0,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410 QOIM 131050100,QOIM, 131050100,701,5105,1455,5811,1485,1106,1240,46,1093,0,1148,0,1205,2081,2074,2183,2183,2135,0,2157,0,2207,0,2253,0
440 QOIM 131050100,QOIM, 131050100,701,41133,39659,38282,40848,31591,35475,0,35012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570 QOIM 131050100,QOIM, 131050100,701,0,104,0,94,0,0,0,0,0,0,0,0,4800,4800,4560,4729,4727,0,4728,0,4730,0,4582,0
5T0 QOIM 131050100,QOIM, 131050100,701,3102,3108,3041,3151,2325,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5X0 QOIM 131050100,QOIM, 131050100,701,0,0,8356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A0 QOIM 131050100,QOIM, 131050100,701,0,211,116,220,195,195,246,147,82,150,0,0,91,0,0,0,0,0,0,0,0,0,0,0
740 QOIM 131050100,QOIM, 131050100,701,22,33,7,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820 QOIM 131050100,QOIM, 131050100,701,0,0,0,0,0,0,0,0,2460,3494,0,3594,4274,4413,3493,3857,3907,0,3897,0,3913,0,3929,0
840 QOIM 131050100,QOIM, 131050100,701,1779,1813,386,1854,1380,1556,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
